Key,Source,Context,Max Line Width,English,Francais,German
spring,items,Item,,Spring,,
springDesc,items,Item,,"Springs are great for making furniture, blunderbusses, vault doors, hatches and more.",,
tallow,items,Item,,Tallow,,
tallowDesc,items,Item,,"Tallow can be used for candles, torches and flaming arrows.",,
toolAndDieSet,items,Item,,Tool & Die Set,,
toolAndDieSetDesc,items,Item,,A tool used in the forge to unlock recipes.,,
torch,items,Item,,Torch,,
torchDesc,items,Item,,This torch can be used as a light source or weapon with a chance to catch enemies on fire. Place with secondary action.,,
trophy,items,Item,,Brass Trophy,,
trophy2,items,Item,,Lead Trophy,,
trophy2Desc,items,Item,,Lead objects can be scrapped into scrap lead in your backpack or smelted in a forge as a core resource.,,
trophy3,items,Item,,Tungsten Trophy,,
trophyDesc,items,Item,,Brass objects can be scrapped into scrap brass in your backpack or smelted in a forge as a core resource.,,
turd,items,Item,,A human turd,,
turdDesc,items,Item,,A disgusting turd. Only pick up on the clean end. It can be thrown at your friends or to distract zombies.,,
woodenBow,items,Item,,Wooden Bow,,
woodenBowDesc,items,Item,,A wooden bow. Good for hunting and killing zombies. Uses arrows for ammunition. Hold reload to use alternate ammo.,,
yuccaFibers,items,Item,,Plant Fibers,,
yuccaFibersDesc,items,Item,,Plant fibers are a common resource acquired from destroying grass & small plants. Can be used to craft many things including clothing.,,
bucketWater,items,Item ,,Bucket of Water,,
bucketWaterDesc,items,Item ,,Water can be dumped into an enclosed structure or hole in the ground to store it.,,
ductTape,items,Item ,,Duct Tape,,
ductTapeDesc,items,Item ,,Duct tape is useful for making many things & according to Madmole MacDyver a must have resource for making the cooler stuff.,,
flamingArrow,items,Item ,,Flaming Arrow,,
flamingArrowDesc,items,Item ,,A flaming arrow does the most damage by setting its victims on fire. Hold reload to use alternate ammo.,,
glue,items,Item ,,Glue,,
glueDesc,items,Item ,,Glue is useful for making your own duct tape.,,
headlight,items,Item ,,Headlight,,
headlightDesc,items,Item ,,A headlight is useful for creating a vehicle and lighting.,,
herbalAntibiotics,items,Item ,,Herbal Antibiotics,,
herbalAntibioticsDesc,items,Item ,,Herbal antibiotics can cure stage 1 infections and stage 1 and 2 dysentery. Can be crafted in a cooking pot at a campfire.,,
ironArrow,items,Item ,,Iron Arrow,,
ironArrowDesc,items,Item ,,An iron arrow does more damage than the basic stone arrow. Hold reload to use alternate ammo.,,
ironArrowHead,items,Item ,,Iron Arrowhead,,
ironArrowHeadDesc,items,Item ,,An iron arrowhead used to craft iron-tipped arrows.,,
minibike,items,Item ,,Minibike,,
minibikeChassis,items,Item ,,Minibike Chassis,,
minibikeHandlebars,items,Item ,,Minibike Handlebars,,
minibikeSeat,items,Item ,,Minibike Seat,,
minibikeWheels,items,Item ,,Minibike Wheels,,
padlock,items,Item ,,Padlock,,
padlockDesc,items,Item ,,A padlock can be used to protect vehicles from theft.,,
scrapCable,items,Item ,,Scrap Cable,,
scrapCableDesc,items,Item ,,Scrap cable can be used to make parts for vehicles and more.,,
shoppingBasketItem,items,Item ,,Shopping Basket,,
shoppingBasketItemDesc,items,Item ,,A shopping basket can be used to add storage to minibikes.,,
shotgunSlug,items,Item ,,Shotgun Slug,,
shotgunSlugDesc,items,Item ,,Can be used with long shotguns to do more damage. Can be crafted after reading the schematic. Hold reload to use alternate ammo.,,
steelArrow,items,Item ,,Steel Arrow,,
steelArrowDesc,items,Item ,,A steel arrow does more damage than the basic or iron arrow. Hold reload to use alternate ammo.,,
steelArrowHead,items,Item ,,Steel Arrowhead,,
steelArrowHeadDesc,items,Item ,,A steel arrowhead used to craft steel-tipped arrows.,,
10mmBulletSchematic,items,Item Book,,10mm Round Schematic,,
762mmBulletSchematic,items,Item Book,,7.62mm Round Schematic,,
762mmBulletSchematicDesc,items,Item Book,,Learn to craft this ammunition type if you meet the skill requirement or improve your base skill if you do not.,,
9mmBulletSchematic,items,Item Book,,9mm Round Schematic,,
ak47Schematic,items,Item Book,,AK-47 Schematic,,
ak47SchematicDesc,items,Item Book,,"Learn how to assemble, repair and augment AK-47 Assault Rifles by reading this schematic.",,
ammunitionNationBook,items,Item Book,,Ammunition Nation Book,,
ammunitionNationBookDesc,items,Item Book,,Learn to craft brass casings and lead tips for ammunition crafting.,,
augerSchematic,items,Item Book,,Auger Schematic,,
augerSchematicDesc,items,Item Book,,Learn how to repair and assemble augers by reading this schematic.,,
chainsawSchematic,items,Item Book,,Chainsaw Schematic,,
chainsawSchematicDesc,items,Item Book,,Learn how to assemble and repair chainsaws by reading this schematic.,,
clawHammerSchematic,items,Item Book,,Claw Hammer Schematic,,
clawHammerSchematicDesc,items,Item Book,,Learn how to craft a claw hammer by reading this schematic.,,
clubSpikedSchematic,items,Item Book,,Spiked Club Schematic,,
clubSpikedSchematicDesc,items,Item Book,,Learn how to make a spiked club by reading this schematic.,,
crossbowSchematic,items,Item Book,,Crossbow Schematic,,
crossbowSchematicDesc,items,Item Book,,Learn to craft a crossbow by reading this schematic.,,
explodingCrossbowBoltSchematic,items,Item Book,,Exploding Crossbow Bolt Schematic,,
explodingCrossbowBoltSchematicDesc,items,Item Book,,Learn to craft exploding crossbow bolts by reading this schematic.,,
firstAidKitSchematic,items,Item Book,,First Aid Kit Schematic,,
firstAidKitSchematicDesc,items,Item Book,,Learn to make first aid kits by reading this schematic.,,
flamingArrowSchematic,items,Item Book,,Flaming Arrow Schematic,,
flamingArrowSchematicDesc,items,Item Book,,Learn to craft flaming arrows by reading this schematic.,,
gasCanSchematic,items,Item Book,,Gas Can Schematic,,
gasCanSchematicDesc,items,Item Book,,Learn how to craft gas by reading this schematic,,
handleBarsSchematic,items,Item Book,,Handlebars Schematic,,
handleBarsSchematicDesc,items,Item Book,,Learn how to craft handlebars for motorized tools like the auger and chainsaw by reading this schematic.,,
herbalAntibioticsRecipe,items,Item Book,,Herbal Antibiotics Recipe,,
herbalAntibioticsRecipeDesc,items,Item Book,,Read this ancient Navezgane Apache Indian medicine man recipe to learn how to make herbal antibiotics.,,
huntingKnifeBook,items,Item Book,,Hunting Knife Book,,
huntingKnifeBookDesc,items,Item Book,,Learn how to craft a hunting knife by reading this book.,,
huntingRifleSchematic,items,Item Book,,Hunting Rifle Schematic,,
huntingRifleSchematicDesc,items,Item Book,,Learn how to repair and assemble hunting rifles by reading this schematic.,,
ironBootsSchematic,items,Item Book,,Iron Boots Schematic,,
ironBootsSchematicDesc,items,Item Book,,Learn how to craft iron boots by reading this schematic.,,
ironChestArmorSchematic,items,Item Book,,Iron Chest Armor Schematic,,
ironChestArmorSchematicDesc,items,Item Book,,Learn how to craft iron chest armor by reading this schematic.,,
ironGlovesSchematic,items,Item Book,,Iron Gloves Schematic,,
ironGlovesSchematicDesc,items,Item Book,,Learn how to craft iron gloves by reading this schematic.,,
ironHelmetSchematic,items,Item Book,,Iron Helmet Schematic,,
ironHelmetSchematicDesc,items,Item Book,,Learn how to craft iron helmets by reading this schematic.,,
ironLegArmorSchematic,items,Item Book,,Iron Leg Armor Schematic,,
ironLegArmorSchematicDesc,items,Item Book,,Learn how to craft iron leg armor by reading this schematic.,,
leatherBootsSchematic,items,Item Book,,Leather Boots Schematic,,
leatherBootsSchematicDesc,items,Item Book,,Learn how to craft leather boots by reading this schematic.,,
leatherGlovesSchematic,items,Item Book,,Leather Gloves Schematic,,
leatherGlovesSchematicDesc,items,Item Book,,Learn how to craft leather gloves by reading this schematic.,,
leatherHoodSchematic,items,Item Book,,Leather Hood Schematic,,
leatherHoodSchematicDesc,items,Item Book,,Learn how to craft leather hoods by reading this schematic.,,
leatherJacketSchematic,items,Item Book,,Leather Chest Armor Schematic,,
leatherJacketSchematicDesc,items,Item Book,,Learn how to craft leather chest armor by reading this schematic.,,
leatherPantsSchematic,items,Item Book,,Leather Leg Armor Schematic,,
leatherPantsSchematicDesc,items,Item Book,,Learn how to craft leather leg armor by reading this schematic.,,
macDyverBook,items,Item Book,,MacDyvers Book,,
macDyverBookDesc,items,Item Book,,Learn MacDyver's secret to making scrap metal armor and more by reading this gem by the king of made-up stuff.,,
minibikesForDumbshits,items,Item Book,,Minibikes For Dumbshits,,
minibikesForDumbshitsDesc,items,Item Book,,Even total dumbshits can build a minibike if they follow the steps in this simple guide...Varoom...varoom!,,
pistolBook,items,Item Book,,Pistol Book,,
pistolBookDesc,items,Item Book,,"Read the pistol book to learn how to assemble, repair and augment 9mm pistols. ",,
pumpShotgunSchematic,items,Item Book,,Shotgun Schematic,,
pumpShotgunSchematicDesc,items,Item Book,,"Learn how to assemble, repair and augment long barrel shotguns by reading this schematic.",,
reloadingWeeklyBook,items,Item Book,,Reloading Weekly Book,,
rocketLauncherSchematic,items,Item Book,,Rocket Launcher Schematic,,
rocketLauncherSchematicDesc,items,Item Book,,Learn how to assemble and repair rocket launchers and craft rocket ammo by reading this schematic.,,
sawedoffPumpShotgunSchematic,items,Item Book,,Sawed-off Shotgun Schematic,,
sawedoffPumpShotgunSchematicDesc,items,Item Book,,"Learn how to assemble, repair and augment sawed-off shotguns by reading this schematic.",,
setInConcrete,items,Item Book,,Set In Concrete,,
setInConcreteDesc,items,Item Book,,Learn to craft concrete if you meet the skill requirement or improve your base skill if you do not.,,
shotgunShellSchematic,items,Item Book,,Shotgun Shell Schematic,,
shotgunShellSchematicDesc,items,Item Book,,Learn to craft this ammunition type if you meet the skill requirement or improve your base skill if you do not.,,
shotgunSlugSchematic,items,Item Book,,Shotgun Slug Schematic,,
shotgunSlugSchematicDesc,items,Item Book,,Be the life of the party and learn how to create your very own shotgun slugs by reading this schematic.,,
sledgehammerSchematic,items,Item Book,,Sledgehammer Schematic,,
sledgehammerSchematicDesc,items,Item Book,,Learn how to craft a sledgehammer by reading this schematic.,,
smgSchematics,items,Item Book,,SMG Schematic,,
smgSchematicsDesc,items,Item Book,,"Learn how to assemble, repair and augment Submachine Guns by reading this schematic.",,
sniperRifleSchematic,items,Item Book,,Sniper Rifle Schematic,,
sniperRifleSchematicDesc,items,Item Book,,"Learn how to assemble, repair and augment precision rifles by reading this schematic.",,
theEnforcerMagazine,items,Item Book,,Enforcer Magazine,,
theEnforcerMagazineDesc,items,Item Book,,Do you feel lucky? You should. Now you can repair and assemble .44 Magnums which will blow a man's head off.,,
theRiddleOfSteel,items,Item Book,,The Riddle of Steel,,
theRiddleOfSteelDesc,items,Item Book,,Learn to craft steel if you meet the skill requirement or improve your base skill if you do not.,,
wrenchSchematic,items,Item Book,,Wrench Schematic,,
wrenchSchematicDesc,items,Item Book,,Learn how to craft a wrench which is great for disassembling mechanical devices by reading this schematic.,,
animalHideBoots,items,Item Clothes,,Animal Hide Boots,,
animalHideClothesGroupDesc,items,Item Clothes,,Animal hide clothing provides sound protection against cold weather and does a fair job against other damage types.,,
animalHideGloves,items,Item Clothes,,Animal Hide Gloves,,
animalHideHood,items,Item Clothes,,Animal Hide Hood,,
animalHideChestArmor,items,Item Clothes,,Animal Hide Chest Armor,,
animalHideLegArmor,items,Item Clothes,,Animal Hide Leg Armor,,
animalHidePoncho,items,Item Clothes,,Animal Hide Poncho,,
armyPants,items,Item Clothes,,BDU Bottoms,,
armyShirt,items,Item Clothes,,BDU Top,,
aviatorGoggles,items,Item Clothes,,Aviator Goggles,,
aviatorGogglesDesc,items,Item Clothes,,Aviator goggles provide a little face protection and make you look really cool.,,
ballCap,items,Item Clothes,,Baseball Cap,,
ballCapDesc,items,Item Clothes,,A baseball cap provides limited warmth and defense against other damage types.,,
bandana,items,Item Clothes,,Bandana,,
bandanaBlack,items,Item Clothes,,Black Bandana,,
bandanaBlue,items,Item Clothes,,Blue Bandana,,
bandanaBrown,items,Item Clothes,,Brown Bandana,,
bandanaClothesGroupDesc,items,Item Clothes,,Bandanas keep you cooler in hot weather & like all clothing provide some protection against other damage types.,,
bandanaGreen,items,Item Clothes,,Green Bandana,,
bandanaRed,items,Item Clothes,,Red Bandana,,
blackCowboyHat,items,Item Clothes,,Black Cowboy Hat,,
blackDenimPants,items,Item Clothes,,Black Denim Pants,,
brownDenimPants,items,Item Clothes,,Brown Denim Pants,,
cigar,items,Item Clothes,,Cigar,,
cigarette,items,Item Clothes,,Cigarette,,
clothBoots,items,Item Clothes,,Cloth Boots,,
clothClothesGroupDesc,items,Item Clothes,,Cloth provides some protection against the weather and a little protection against other damage types.,,
clothGloves,items,Item Clothes,,Cloth Gloves,,
clothHat,items,Item Clothes,,Cloth Head Armor,,
clothJacket,items,Item Clothes,,Cloth Chest Armor,,
clothPants,items,Item Clothes,,Cloth Leg Armor,,
cowboyHat,items,Item Clothes,,Cowboy Hat,,
cowboyHatGroupDesc,items,Item Clothes,,Look cool and keep your cool in hotter environments when you wear this stylish ten gallon hat.,,
denimClothesGroupDesc,items,Item Clothes,,Be really comfortable & get a little protection against the weather and other damage types in this fine denim apparel.,,
denimJacket,items,Item Clothes,,Denim Jacket,,
denimPants,items,Item Clothes,,Blue Denim Pants,,
footballHelmet,items,Item Clothes,,Football Helmet,,
footballHelmetDesc,items,Item Clothes,,Get great concussive & puncture defense & you can cheer for your favorite team as if organized football still existed.,,
gasMask,items,Item Clothes,,Gasmask,,
gasMaskDesc,items,Item Clothes,,A gas mask provides a little face protection.,,
goggles,items,Item Clothes,,Goggles,,
gogglesDesc,items,Item Clothes,,Goggles provide a little face protection.,,
ironBoots,items,Item Clothes,,Iron Boots,,
ironChestArmor,items,Item Clothes,,Iron Chest Armor,,
ironClothesGroupDesc,items,Item Clothes,,Iron clothing provides great protection against concussive and puncture damage but no cold weather protection.,,
ironGloves,items,Item Clothes,,Iron Gloves,,
ironHelmet,items,Item Clothes,,Iron Helmet,,
ironLegArmor,items,Item Clothes,,Iron Leg Armor.,,
militaryArmorGroupDesc,items,Item Clothes,,Military armor provides the best armor defense and moderate weather protection.,,
militaryBoots,items,Item Clothes,,Military Boots,,
militaryGloves,items,Item Clothes,,Military Gloves,,
militaryHelmet,items,Item Clothes,,Military Helmet,,
militaryHelmetDesc,items,Item Clothes,,The military helmet offers the very best damage protection in the wasteland.,,
militaryLegArmor,items,Item Clothes,,Military Leg Armor,,
militaryVest,items,Item Clothes,,Military Vest,,
leatherBoots,items,Item Clothes,,Leather Boots,,
leatherClothesGroupDesc,items,Item Clothes,,Leather clothing provides a great combination of insulation from the weather and protection from other damage types.,,
leatherDuster,items,Item Clothes,,Leather Duster,,
leatherGloves,items,Item Clothes,,Leather Gloves,,
leatherHood,items,Item Clothes,,Leather Hood,,
leatherJacket,items,Item Clothes,,Leather Chest Armor,,
leatherPants,items,Item Clothes,,Leather Leg Armor,,
miningHelmet,items,Item Clothes,,Mining Helmet,,
miningHelmetDesc,items,Item Clothes,,This helmet offers good concussive & puncture defense & the added bonus of a mobile light source. No more dark caves for you.,,
nightvisionGoggles,items,Item Clothes,,Night Vision Goggles,,
nightvisionGogglesDesc,items,Item Clothes,,These night vision goggles provide a little face protection but probably don't work any more.,,
shirt,items,Item Clothes,,Shirt,,
shirtBlack,items,Item Clothes,,Black Shirt,,
shirtBlue,items,Item Clothes,,Blue Shirt,,
shirtBrown,items,Item Clothes,,Brown Shirt,,
shirtClothesGroupDesc,items,Item Clothes,,Get a little protection against the weather and other damage types with this fine cotton shirt.,,
shirtGreen,items,Item Clothes,,Green Shirt,,
shirtRed,items,Item Clothes,,Red Shirt,,
plantFiberClothesGroupDesc,items,Item Clothes,,Plant fiber clothing provides basic protection against cold weather but is not ideal against other damage types.,,
plantFiberGloves,items,Item Clothes,,Plant Fiber Gloves,,
plantFiberHat,items,Item Clothes,,Plant Fiber Hat,,
plantFiberHatDesc,items,Item Clothes,,This plant fiber hat will keep you cooler in extreme hot weather and provide basic protection against other damage types.,,
plantFiberHood,items,Item Clothes,,Plant Fiber Hood,,
plantFiberPants,items,Item Clothes,,Plant Fiber Pants,,
plantFiberShirt,items,Item Clothes,,Plant Fiber Shirt,,
plantFiberShoes,items,Item Clothes,,Plant Fiber Shoes,,
pufferCoat,items,Item Clothes,,Puffer Coat,,
pufferCoatBlack,items,Item Clothes,,Black Puffer Coat,,
pufferCoatBrown,items,Item Clothes,,Brown Puffer Coat,,
pufferCoatGreen,items,Item Clothes,,Green Puffer Coat,,
pufferCoatGroupDesc,items,Item Clothes,,Keep toasty warm even in the coldest environments with this hand quilted Puffer Coat,,
pufferCoatRed,items,Item Clothes,,Red Puffer Coat,,
redDenimPants,items,Item Clothes,,Red Denim Pants,,
scrapBoots,items,Item Clothes,,Scrap Boots,,
scrapChestArmor,items,Item Clothes,,Scrap Chest Armor,,
scrapGloves,items,Item Clothes,,Scrap Gloves,,
scrapHelmet,items,Item Clothes,,Scrap Helmet,,
scrapIronClothesGroupDesc,items,Item Clothes,,Scrap iron clothing provides good protection against concussive and puncture damage but will not keep you warm.,,
scrapLegArmor,items,Item Clothes,,Scrap Leg Armor,,
shades,items,Item Clothes,,Shades,,
shadesDesc,items,Item Clothes,,Sunglasses make you look cool and also cool you down in hot weather. ,,
skullCap,items,Item Clothes,,Skull Cap,,
skullCapBlack,items,Item Clothes,,Black Skull Cap,,
skullCapBlue,items,Item Clothes,,Blue Skull Cap,,
skullCapBrown,items,Item Clothes,,Brown Skull Cap,,
skullCapGreen,items,Item Clothes,,Green Skull Cap,,
skullCapRed,items,Item Clothes,,Red Skull Cap,,
swatHelmet,items,Item Clothes,,SWAT Helmet,,
swatHelmetDesc,items,Item Clothes,,The SWAT helmet is 2nd only to the military helmet in protection.,,
tankTopBlue,items,Item Clothes,,Blue Tank Top,,
tankTopClothesGroupDesc,items,Item Clothes,,Show off your biceps while getting a little protection against the weather and other damage types with this cotton tank top.,,
tankTopGreen,items,Item Clothes,,Green Tank Top,,
tankTopPurple,items,Item Clothes,,Purple Tank Top,,
tankTopRed,items,Item Clothes,,Red Tank Top,,
tankTopWhite,items,Item Clothes,,White Tank Top,,
wornBoots,items,Item Clothes,,Worn Boots,,
wornBootsDesc,items,Item Clothes,,Do walk a mile in someone else's boots. They surely won't need them any more.,,
skullCapDesc,items,Item Clothes Description,,This finely woven piece of headgear will make you wish every day was the first day of winter!,,
hazmatBoots,items,Item Clothing,,Hazmat Boots,,
hazmatClothesGroupDesc,items,Item Clothing,,"Hazmat gear not only protects you from radiation, it can keep you dry and reasonably warm.",,
hazmatGloves,items,Item Clothing,,Hazmat Gloves,,
hazmatMask,items,Item Clothing,,Hazmat Mask,,
hazmatPants,items,Item Clothing,,Hazmat Pants,,
hazmatShirt,items,Item Clothing,,Hazmat Shirt,,
cornSeed,items,Item Farming,,Corn Seed,,
cornSeedDesc,items,Item Farming,,Plant corn seeds in fertile dirt to grow corn and get corn fed.,,
baconAndEggs,items,Item Food,,Bacon and Eggs,,
baconAndEggsDesc,items,Item Food,,Bacon and eggs will really fill you up and boost your wellness. Cholesterol is the least of your worries now.,,
bakedPotato,items,Item Food,,Baked Potato,,
bakedPotatoDesc,items,Item Food,,A nutritious baked potato full of carbohydrates. Great for couch potatoes too.,,
beer,items,Item Food,,Beer,,
beerDesc,items,Item Food,,"Gain stamina, bravado and a big ego all in one bottle of this tasty home brewed beer. Just like grandpa used to make.",,
blueberryPie,items,Item Food,,Blueberry Pie,,
blueberryPieDesc,items,Item Food,,This homemade blueberry pie is nutritious and raises your wellness. Mmm...just like Grandma used to make.,,
boiledMeat,items,Item Food,,Boiled Meat,,
boiledMeatDesc,items,Item Food,,"While not as yummy as grilled meat, boiling the meat makes it the least noticeable for zombies.",,
bottledRiverWater,items,Item Food,,Bottled Murky Water,,
bottledRiverWaterDesc,items,Item Food,,Disgusting murky water but it's the apocalypse. You can't be picky. Boil at a campfire to purify it.,,
bottledWater,items,Item Food,,Bottled Water,,
bottledWaterDesc,items,Item Food,,Fresh bottled water. Well as fresh as you can get in the apocalypse.,,
canBeef,items,Item Food,,Large Beef Ration,,
canBeefDesc,items,Item Food,,It's not from your favorite steakhouse but this can of beef will fill you up. Bon appetit!,,
canBoiledWater,items,Item Food,,Boiled Water,,
canBoiledWaterDesc,items,Item Food,,Boiled water is safe to drink. Probably.,,
canCatfood,items,Item Food,,Can of Cat Food,,
canCatfoodDesc,items,Item Food,,"A can of Meow Chow is a delicacy. For cats. You are not eating this, are you?",,
canChicken,items,Item Food,,Chicken Ration,,
canChickenDesc,items,Item Food,,"Tastes like chicken. Well, really old synthetic chicken with dirt on it",,
canChili,items,Item Food,,Can of Chili,,
canChiliDesc,items,Item Food,,Stash Chili goes down smooth but watch out for the fiery finish Paco.,,
canDogfood,items,Item Food,,Can of Dog Food,,
canDogfoodDesc,items,Item Food,,You always wished for the life of a dog. Enjoy!,,
canHam,items,Item Food,,Can of Ham,,
canHamDesc,items,Item Food,,A can of high quality Shamway ham the number 1 maker of meat-like products. The lunch of champions.,,
canLamb,items,Item Food,,Lamb Rations,,
canLambDesc,items,Item Food,,Lamb rations are great when the world has ended and your on the lamb.,,
canMiso,items,Item Food,,Can of Miso,,
canMisoDesc,items,Item Food,,It's time to soup it up with some Miso soup mmm mmm good.,,
canMurkyWater,items,Item Food,,Can of Murky Water,,
canMurkyWaterDesc,items,Item Food,,Not so appealing but it will have to do. Can be boiled at camfire to purify it.,,
canPasta,items,Item Food,,Can of Pasta,,
canPastaDesc,items,Item Food,,Now that's Italian! Che figata!,,
canPears,items,Item Food,,Can of Pears,,
canPearsDesc,items,Item Food,,Maintain that perfect pear shape by eating canned pears.,,
canPeas,items,Item Food,,Can of Peas,,
canPeasDesc,items,Item Food,,You and your can of peas will be like two peas in a pod and you'll get your daily vegetables.,,
canSalmon,items,Item Food,,Can of Salmon,,
canSalmonDesc,items,Item Food,,Enjoy this healthy can of salmon.,,
canSoup,items,Item Food,,Chicken Soup,,
canSoupDesc,items,Item Food,,Chicken soup can keep the body and the soul together.,,
canStock,items,Item Food,,Can of Stock,,
canStockDesc,items,Item Food,,Stock up on stock or you could eat it now.,,
canTuna,items,Item Food,,Can of Tuna,,
canTunaDesc,items,Item Food,,A can of tuna or better known as the chicken of the wasteland.,,
charredMeat,items,Item Food,,Charred Meat,,
charredMeatDesc,items,Item Food,,Charred meat is better than raw meat. It will dehydrate you but boost your wellness. Can attract zombies if carried.,,
coffee,items,Item Food,,Coffee,,
coffeeBeans,items,Item Food,,Coffee Beans,,
coffeeBeansDesc,items,Item Food,,Brew coffee at a campfire or plant the beans in fertile dirt to grow coffee plants.,,
coffeeDesc,items,Item Food,,"Coffee gives you energy, keeps your stamina up and helps you stay warm for a limited time.",,
cornBread,items,Item Food,,Corn Bread,,
cornBreadDesc,items,Item Food,,A piece of corn bread can fill you up and improve your wellness.,,
cornMeal,items,Item Food,,Corn Meal,,
cornMealDesc,items,Item Food,,Corn meal is used in several recipes at the campfire.,,
cornOnTheCob,items,Item Food,,Corn on the Cob,,
cornOnTheCobDesc,items,Item Food,,Corn on the cob can fill you up and up your wellness.,,
egg,items,Item Food,,Egg,,
eggboiled,items,Item Food,,Boiled Egg,,
eggboiledDesc,items,Item Food,,A boiled egg can fill you up and offers a small wellness boost.,,
eggDesc,items,Item Food,,Eggs can be eaten raw but should be cooked. Used in several campfire recipes,,
foodHoney,items,Item Food,,Jar of Honey,,
foodHoneyDesc,items,Item Food,,"Honey is one of mother nature's miracles, it restores stamina, gives wellness & can cure the first stage of an infection.",,
foodYuccaFruit,items,Item Food,,Yucca Fruit,,
foodYuccaFruitDesc,items,Item Food,,Yucca fruit is edible and can be harvested from cacti.,,
foodYuccaJuice,items,Item Food,,Yucca Juice,,
foodYuccaJuiceDesc,items,Item Food,,"Yucca juice can cool you, hydrate you, and give you the stamina of a sexual tyrannosaurus. ",,
grilledMeat,items,Item Food,,Grilled Meat,,
grilledMeatDesc,items,Item Food,,"Meat! Meat on fire! Good! Nutritious, filling and will boost your wellness. Can attract zombies if carried.",,
meatStew,items,Item Food,,Meat Stew,,
meatStewDesc,items,Item Food,,A survivor isn't worth his salt if he can't make a meat stew. Raises wellness too!,,
moldyBread,items,Item Food,,Moldy Bread,,
moldyBreadDesc,items,Item Food,,Eat at your own risk. Can be used to craft antibiotics at a campfire with a beaker.,,
potato,items,Item Food,,Potato,,
potatoDesc,items,Item Food,,"Potatoes can be eaten, crafted into seeds or used in several recipes at the campfire.",,
rawMeat,items,Item Food,,Raw Meat,,
rawMeatDesc,items,Item Food,,"Meat can be eaten raw but is better charred, grilled, boiled or made into stews at a campfire. Can attract zombies if carried.",,
shamSandwich,items,Item Food,,Old Sham Sandwich,,
shamSandwichDesc,items,Item Food,,A really old sham sandwich made by Shamway. It will take away the hunger but there's a risk that comes with it.,,
vegetableStew,items,Item Food,,Vegetable Stew,,
vegetableStewDesc,items,Item Food,,Your mom always said eat your vegetables. Now's your chance to make her happy and guess what? They're good for you.,,
44MagBullet,items,Item Gun,,.44 Magnum Round,,
44MagBulletDesc,items,Item Gun,,A .44 Magnum round used as firearm ammunition. Can be crafted once you've purchased the perk.,,
blunderbuss,items,Item Gun,,Blunderbuss,,
blunderbussAmmo,items,Item Gun,,Blunderbuss Ammo,,
blunderbussAmmoDesc,items,Item Gun,,Blunderbuss ammo can be made with paper and gun powder plus scrap iron or small rocks.,,
blunderbussDesc,items,Item Gun,,"A primitive muzzle loader can be crafted from pipes, forged iron, wood and springs. Effective at very close ranges.",,
buckshot,items,Item Gun,,Buckshot,,
buckshotDesc,items,Item Gun,,Buckshot used to make shotgun ammo can be crafted at a forge with clay and lead after buying the ammo perk.,,
commonShotgunPartsGroupDesc,items,Item Gun,,A common part for shotguns. Assemble with other parts to create a complete shotgun once you've read the right schematic.,,
crossbow,items,Item Gun,,Crossbow,,
crossbowBolt,items,Item Gun,,Crossbow Bolt,,
crossbowBoltDesc,items,Item Gun,,Ammo for the crossbow. Hold reload to use alternate ammo.,,
crossbowDesc,items,Item Gun,,A crossbow does more damage than a wooden bow. Good for hunting and not making noise. Hold reload to use alternate ammo.,,
dynamite,items,Item Gun,,Stick of Dynamite,,
dynamiteDesc,items,Item Gun,,A stick of dynamite can be lit with the secondary action & thrown with the primary action. The throwing part is very important.,,
explodingCrossbowBolt,items,Item Gun,,Exploding Crossbow Bolt,,
explodingCrossbowBoltDesc,items,Item Gun,,Rifle grenades gone medieval. Ages 6 and up.,,
flashlight02,items,Item Gun,,Flashlight,,
flashlight02Desc,items,Item Gun,,A flashlight can be used for a light source by toggling on your light source action. It can also be attached to most guns.,,
gun44Magnum,items,Item Gun,,.44 Magnum,,
gun44MagnumDesc,items,Item Gun,,The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.,,
gunAK47,items,Item Gun,,AK-47 Assault Rifle,,
gunAK47Desc,items,Item Gun,,This badass AK-47 Assault Rifle uses 7.62mm ammo. Can be re-assembled and repaired if you read the schematic.,,
gunHuntingRifle,items,Item Gun,,Hunting Rifle,,
gunHuntingRifleDesc,items,Item Gun,,"This common farmer's hunting rifle uses 7.62mm ammo. Can be assembled, repaired and augmented once you've read the schematic.",,
gunMP5,items,Item Gun,,SMG,,
gunMP5Desc,items,Item Gun,,This ass-kicking submachine gun uses 10mm ammo. Can be re-assembled and repaired if you read the schematic.,,
gunPistol,items,Item Gun,,Pistol,,
gunPistolDesc,items,Item Gun,,A basic pistol. Uses 9mm ammo. Can be re-assembled and repaired if you read the pistol book.,,
gunPowder,items,Item Gun,,Gun Powder,,
gunPowderDesc,items,Item Gun,,Gun powder made from coal and nitrate can be used to make your own ammo and explosives.,,
gunPumpShotgun,items,Item Gun,,Shotgun,,
gunPumpShotgunDesc,items,Item Gun,,A long-barreled shotgun uses shells for ammo. Can be re-assembled and repaired if you read the Shotgun Schematic.,,
gunRocketLauncher,items,Item Gun,,Rocket Launcher,,
gunRocketLauncherDesc,items,Item Gun,,A Rocket Launcher shoots rocket propelled grenades. Can be re-assembled & repaired once you've read the Rocket Launcher Schematic.,,
